"CRN","ARRIVAL_TM","AUTOMOBILE_COUNT","BELTED_DEATH_COUNT","BELTED_SUSP_SERIOUS_INJ_COUNT","BICYCLE_COUNT","BICYCLE_DEATH_COUNT","BICYCLE_SUSP_SERIOUS_INJ_COUNT","BUS_COUNT","CHLDPAS_DEATH_COUNT","CHLDPAS_SUSP_SERIOUS_INJ_COUNT","COLLISION_TYPE","COMM_VEH_COUNT","CONS_ZONE_SPD_LIM","COUNTY","CRASH_MONTH","CRASH_YEAR","DAY_OF_WEEK","DEC_LAT","DEC_LONG","DISPATCH_TM","DISTRICT","DRIVER_COUNT_16YR","DRIVER_COUNT_17YR","DRIVER_COUNT_18YR","DRIVER_COUNT_19YR","DRIVER_COUNT_20YR","DRIVER_COUNT_50_64YR","DRIVER_COUNT_65_74YR","DRIVER_COUNT_75PLUS","EST_HRS_CLOSED","FATAL_COUNT","HEAVY_TRUCK_COUNT","HORSE_BUGGY_COUNT","HOUR_OF_DAY","ILLUMINATION","INJURY_COUNT","INTERSECT_TYPE","INTERSECTION_RELATED","LANE_CLOSED","LATITUDE","LN_CLOSE_DIR","LOCATION_TYPE","LONGITUDE","MAX_SEVERITY_LEVEL","MCYCLE_DEATH_COUNT","MCYCLE_SUSP_SERIOUS_INJ_COUNT","MOTORCYCLE_COUNT","MUNICIPALITY","NONMOTR_COUNT","NONMOTR_DEATH_COUNT","NONMOTR_SUSP_SERIOUS_INJ_COUNT","NTFY_HIWY_MAINT","PED_COUNT","PED_DEATH_COUNT","PED_SUSP_SERIOUS_INJ_COUNT","PERSON_COUNT","POLICE_AGCY","POSSIBLE_INJ_COUNT","RDWY_SURF_TYPE_CD","RELATION_TO_ROAD","ROAD_CONDITION","ROADWAY_CLEARED","SCH_BUS_IND","SCH_ZONE_IND","SECONDARY_CRASH","SMALL_TRUCK_COUNT","SPEC_JURIS_CD","SUSP_MINOR_INJ_COUNT","SUSP_SERIOUS_INJ_COUNT","SUV_COUNT","TCD_FUNC_CD","TCD_TYPE","TFC_DETOUR_IND","TIME_OF_DAY","TOT_INJ_COUNT","TOTAL_UNITS","UNB_DEATH_COUNT","UNB_SUSP_SERIOUS_INJ_COUNT","UNBELTED_OCC_COUNT","UNK_INJ_DEG_COUNT","UNK_INJ_PER_COUNT","URBAN_RURAL","VAN_COUNT","VEHICLE_COUNT","WEATHER1","WEATHER2","WORK_ZONE_IND","WORK_ZONE_LOC","WORK_ZONE_TYPE","WORKERS_PRES","WZ_CLOSE_DETOUR","WZ_FLAGGER","WZ_LAW_OFFCR_IND","WZ_LN_CLOSURE","WZ_MOVING","WZ_OTHER","WZ_SHLDER_MDN","WZ_WORKERS_INJ_KILLED"
"2023006646","2359","1","0","0","0","0","0","0","0","0","5","0","","67","12","2022","2","40.0254","-75.1228","2355","06","0","1","0","0","0","0","0","0","","1","0","0","23","3","2","00","N","2","40 01:31.609","7","00","75 07:22.207","1","0","0","0","67301","0","0","0","N","0","0","0","3","67301","0","2","1","01","0225","N","N","N","0","0","1","1","1","0","0","Y","2353","2","2","1","1","2","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2023001908","1110","0","0","0","0","0","0","0","0","0","4","0","","67","11","2022","1","39.9481","-75.1542","1103","06","0","0","0","0","0","0","0","0","","0","0","0","11","8","1","01","","0","39 56:53.182","","00","75 09:15.307","2","0","0","0","67301","1","0","1","N","1","0","1","3","67301","0","","1","01","","N","N","N","1","","0","1","1","3","2","","1100","1","3","0","0","1","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2023006298","1040","1","0","0","0","0","0","0","0","0","2","0","","67","12","2022","4","40.0071","-75.0941","1040","06","0","0","0","0","0","1","0","0","","0","0","0","09","1","0","01","","0","40 00:25.667","","00","75 05:38.650","0","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1","01","","N","N","N","0","","0","0","1","3","2","","0930","0","2","0","0","0","0","0","2","0","2","03","","N","","","","","","","","","","",""
"2023005839","1851","1","0","0","0","0","0","0","0","0","8","0","","67","01","2022","7","40.0446","-75.1434","1848","06","0","0","0","0","0","0","0","0","","0","0","0","18","3","1","00","N","0","40 02:40.454","","00","75 08:36.304","2","0","0","0","67301","1","0","1","N","1","0","1","2","67301","0","","1","09","","N","N","N","0","","0","1","0","0","0","","1844","1","2","0","0","1","0","0","2","0","1","07","","N","","","","","","","","","","",""
"2023008441","1018","1","0","0","0","0","0","0","0","0","5","0","","67","12","2022","5","40.0385","-75.0099","1009","06","0","0","0","0","0","2","0","0","","0","0","0","10","1","1","00","N","1","40 02:18.753","2","00","75 00:35.654","4","0","0","0","67301","0","0","0","N","0","0","0","4","68K01","1","","1","09","1035","N","N","N","0","","0","0","1","0","0","N","1007","1","3","0","0","0","0","1","2","0","3","07","07","N","","","","","","","","","","",""
"2023012673","1528","0","0","0","0","0","0","0","0","0","7","0","","67","12","2022","2","39.9114","-75.1543","1518","06","0","0","0","0","0","0","0","0","","0","0","0","15","1","0","07","","0","39 54:41.159","","02","75 09:15.604","0","0","0","0","67301","0","0","0","Y","0","0","0","2","68K01","0","","4","01","","N","N","N","0","","0","0","1","0","0","","1516","0","1","0","0","0","0","0","2","0","1","03","03","N","","","","","","","","","","",""
"2023005838","1105","0","0","0","0","0","0","0","0","0","4","0","","67","09","2022","5","39.9976","-75.1075","1149","06","0","0","0","0","0","0","0","0","","0","0","0","21","4","1","01","","0","39 59:51.539","","00","75 06:26.938","4","0","0","0","67301","0","0","0","N","0","0","0","2","67301","1","","1","01","","N","N","N","0","","0","0","2","3","3","","2130","1","2","0","0","1","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2023005841","2021","3","0","0","0","0","0","0","0","0","5","0","","67","01","2022","2","40.0325","-75.1411","2018","06","0","0","0","0","0","0","0","0","","0","0","0","20","3","0","00","N","0","40 01:56.830","","00","75 08:28.060","0","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","6","01","","N","N","N","0","","0","0","1","0","0","","2012","0","4","0","0","0","0","0","2","0","4","03","03","N","","","","","","","","","","",""
"2023012665","0645","1","0","0","0","0","0","0","0","0","1","0","","67","12","2022","1","39.941","-75.195","0627","06","0","0","0","0","0","0","0","0","","0","0","0","06","5","0","00","N","1","39 56:27.700","4","00","75 11:42.200","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","0736","N","N","N","0","","0","0","1","0","0","N","0621","0","2","0","0","0","0","0","2","0","2","03","","N","","","","","","","","","","",""
"2023003723","","2","0","0","0","0","0","0","0","0","4","0","","67","11","2022","3","39.9131","-75.2433","","06","0","0","0","0","0","0","0","0","","0","0","0","18","1","5","01","","0","39 54:47.100","","00","75 14:35.859","8","0","0","0","67301","0","0","0","N","0","0","0","7","00000","0","","1","01","","","","N","0","","0","0","0","3","2","","1820","5","2","0","0","1","5","0","2","0","2","03","","N","","","","","","","","","","",""
"2023013402","2026","1","0","0","0","0","0","0","0","0","1","0","","67","12","2022","7","39.9601","-75.1797","2020","06","0","0","0","0","0","0","0","0","","0","0","0","20","3","0","00","N","1","39 57:36.350","4","00","75 10:46.771","0","0","0","0","67301","0","0","0","N","0","0","0","3","68K01","0","","1","09","2040","N","N","Y","0","","0","0","1","0","0","N","2018","0","2","0","0","0","0","0","2","0","2","07","07","N","","","","","","","","","","",""
"2023012218","2150","1","0","0","0","0","0","0","0","0","5","0","","67","12","2022","7","39.9596","-75.1753","2135","06","0","0","0","0","0","1","0","0","","0","0","0","21","3","1","00","N","0","39 57:34.401","","00","75 10:30.989","4","0","0","0","67301","0","0","0","N","0","0","0","5","68K01","1","","1","09","","N","N","N","0","","0","0","1","0","0","","2123","1","2","0","0","0","0","0","2","0","2","07","07","N","","","","","","","","","","",""
"2023012674","1845","1","0","0","0","0","0","0","0","0","5","0","","67","12","2022","2","39.9567","-75.1524","1824","06","0","0","0","0","0","0","0","0","","0","0","0","18","3","0","06","","0","39 57:24.276","","02","75 09:08.534","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","","N","N","N","0","","0","0","0","0","0","","1812","0","2","0","0","0","0","0","2","0","2","03","","N","","","","","","","","","","",""
"2023009758","1220","0","0","0","0","0","0","0","0","0","5","0","","67","12","2022","1","39.9294","-75.1974","1220","06","0","0","0","0","0","0","1","0","","0","0","0","09","1","1","00","N","0","39 55:45.943","","00","75 11:50.688","8","0","0","0","67301","0","0","0","N","0","0","0","6","68K01","0","","1","01","","N","N","N","0","","0","0","2","0","0","","0957","1","2","0","0","0","1","1","2","0","2","03","","N","","","","","","","","","","",""
"2023004280","2324","0","0","0","0","0","0","0","0","0","5","0","","67","12","2022","7","39.9754","-75.1947","2317","06","0","1","0","0","0","0","0","0","","0","0","0","23","3","1","00","N","1","39 58:31.497","3","00","75 11:40.902","4","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","1","","1","01","2330","N","N","N","0","","0","0","2","0","0","N","2310","1","2","0","0","1","0","0","2","0","2","03","","N","","","","","","","","","","",""
"2023010021","","1","0","0","0","0","0","0","0","0","4","0","","67","11","2022","6","40.0546","-75.1497","","06","0","0","0","0","0","0","0","0","","0","0","0","01","3","1","01","","0","40 03:16.736","","00","75 08:58.941","8","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1","01","","","","N","0","","0","0","1","3","2","","0100","1","2","0","0","1","1","0","2","0","2","03","","N","","","","","","","","","","",""
"2023002286","0053","0","0","0","0","0","0","0","0","0","4","0","","67","12","2022","6","39.9838","-75.1497","0052","06","0","0","0","0","0","0","0","0","","0","0","0","23","3","0","01","","0","39 59:01.687","","00","75 08:58.902","9","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1","01","","N","N","Y","0","","0","0","0","3","3","","2337","0","2","0","0","0","0","1","2","2","2","03","","N","","","","","","","","","","",""
"2023012675","1510","0","0","0","0","0","0","0","0","0","1","0","","67","12","2022","3","40.0497","-74.9951","1441","06","0","0","0","0","0","1","1","0","","0","0","0","14","1","1","00","N","0","40 02:58.784","","00","74 59:42.459","3","0","0","0","67301","0","0","0","N","0","0","0","3","68K01","0","","1","01","","N","N","N","0","","1","0","2","0","0","","1439","1","2","0","0","0","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2023003721","","1","0","0","0","0","0","0","0","0","4","1","","67","10","2022","5","40.0115","-75.0698","","06","0","0","0","0","0","1","1","0","","0","1","0","19","1","0","01","","0","40 00:42.017","","00","75 04:11.475","0","0","0","0","67301","0","0","0","N","0","0","0","2","00000","0","","1","01","","","","N","0","","0","0","0","3","2","","1900","0","2","0","0","1","0","0","2","0","2","03","","N","","","","","","","","","","",""
"2023008438","2000","2","0","0","0","0","0","0","0","0","5","0","","67","12","2022","3","39.9509","-75.1411","1951","06","0","0","0","0","0","0","0","0","","0","0","0","19","3","0","07","","2","39 56:53.109","1","02","75 08:30.389","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","7","09","2040","N","N","N","0","","0","0","0","3","8","Y","1951","0","2","0","0","0","0","0","2","0","2","07","","N","","","","","","","","","","",""
"2023001128","2057","0","0","0","0","0","0","0","0","0","8","0","","67","12","2022","3","39.9992","-75.1022","2057","06","0","0","0","0","0","0","0","0","","0","0","0","20","3","1","00","N","0","39 59:57.170","","00","75 06:07.770","3","0","0","0","67301","1","0","0","N","1","0","0","2","67301","0","","1","01","","N","N","N","0","","1","0","1","0","0","","2030","1","2","0","0","0","0","0","2","0","1","03","03","N","","","","","","","","","","",""
"2023003929","1140","1","0","0","0","0","0","0","0","0","7","0","","67","12","2022","4","39.978","-75.1105","1140","06","0","0","0","0","0","0","0","0","","0","0","0","23","3","0","02","","0","39 58:40.754","","00","75 06:37.653","0","0","0","0","67301","0","0","0","N","0","0","0","1","67301","0","","5","01","","N","N","N","0","","0","0","0","3","3","","2340","0","1","0","0","0","0","0","2","0","1","03","03","N","","","","","","","","","","",""
"2023004275","0045","1","0","0","0","0","0","0","0","0","7","0","","67","12","2022","3","39.9851","-75.2082","0044","06","0","0","0","0","0","0","0","0","","0","0","0","00","3","0","07","","0","39 59:06.415","","02","75 12:29.525","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","7","01","","N","N","N","0","","0","0","0","0","0","","0044","0","1","0","0","0","0","0","2","0","1","03","","N","","","","","","","","","","",""
"2022015965","2227","2","0","0","0","0","0","0","0","0","2","0","","67","02","2022","5","39.9653","-75.1404","2227","06","0","0","0","1","0","0","0","0","","0","0","0","22","3","0","00","N","0","39 57:55.190","","00","75 08:25.530","9","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1","01","","N","N","N","0","","0","0","0","3","3","","2204","0","2","0","0","0","0","1","2","0","2","03","03","N","","","","","","","","","","",""
"2022005499","0941","2","0","0","0","0","0","0","0","0","5","0","","67","01","2022","1","39.957","-75.1551","0941","06","0","0","0","0","0","0","0","0","","0","0","0","09","1","0","00","N","1","39 57:25.100","4","00","75 09:18.217","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","1008","N","N","N","0","","0","0","0","0","0","N","0940","0","2","0","0","0","0","0","2","0","2","03","","N","","","","","","","","","","",""
"2022017761","1603","2","0","0","0","0","0","0","0","0","1","0","","67","02","2022","1","39.945","-75.1909","1601","06","0","0","0","0","0","1","0","0","","0","0","0","15","1","0","00","N","0","39 56:42.051","","00","75 11:27.078","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","","N","N","N","0","","0","0","0","0","0","","1554","0","2","0","0","0","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2022015921","0927","1","0","0","0","0","0","0","0","0","1","0","","67","02","2022","3","39.9667","-75.2114","0922","06","0","0","0","0","0","0","0","0","","0","0","0","08","1","0","00","N","0","39 58:00.210","","00","75 12:41.190","9","0","0","0","67301","0","0","0","N","0","0","0","2","67301","0","","1","01","","N","Y","N","0","","0","0","1","0","0","","0845","0","2","0","0","0","0","1","2","0","2","03","03","N","","","","","","","","","","",""
"2022015823","1848","0","0","0","0","0","0","0","0","0","7","0","","67","01","2022","3","39.9669","-75.1346","1841","06","0","0","0","0","0","1","0","0","","0","0","0","18","3","0","00","N","0","39 58:00.766","","00","75 08:04.605","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4","01","","N","N","N","0","","0","0","1","0","0","","1839","0","1","0","0","0","0","0","2","0","1","03","03","N","","","","","","","","","","",""
"2022009961","1123","2","0","0","0","0","0","0","0","0","1","0","","67","01","2022","7","39.9314","-75.1456","1114","06","0","0","0","0","0","1","0","0","","0","0","0","10","1","0","00","N","0","39 55:53.172","","00","75 08:44.081","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","","N","N","N","0","","0","0","0","0","0","","1059","0","2","0","0","0","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2022003233","0629","0","0","0","0","0","0","0","0","0","7","0","","67","01","2022","1","40.0371","-75.0138","0607","06","0","0","0","0","0","0","0","0","","0","0","0","06","3","0","00","N","2","40 02:13.684","2","00","75 00:49.680","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4","09","0620","N","N","N","1","","0","0","0","0","0","N","0605","0","1","0","0","0","0","0","2","0","1","07","","N","","","","","","","","","","",""
"2022015825","1122","0","0","0","0","0","0","0","0","0","5","0","","67","01","2022","2","40.0347","-75.0191","1059","06","0","0","0","0","0","0","0","0","","0","0","0","10","1","0","00","N","0","40 02:04.960","","00","75 01:08.713","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","","N","N","N","1","","0","0","1","0","0","","1057","0","2","0","0","0","0","0","2","0","2","03","03","N","","","","","","","","","","",""
"2022002955","1543","1","0","0","0","0","0","0","0","0","7","0","","67","01","2022","4","39.9187","-75.148","1543","06","0","0","0","0","0","1","0","0","","0","0","0","15","1","0","00","N","1","39 55:07.396","3","00","75 08:52.831","0","0","0","0","67301","0","0","0","N","0","0","0","1","68K01","0","","4","01","1640","N","N","N","0","","0","0","0","0","0","N","1542","0","1","0","0","0","0","0","2","0","1","03","03","N","","","","","","","","","","",""
"2022015849","1554","2","0","0","0","0","0","0","0","0","1","0","","67","02","2022","4","39.9589","-75.1709","1533","06","0","0","0","0","0","0","0","0","","0","0","0","15","1","0","00","N","1","39 57:31.989","3","00","75 10:15.355","0","0","0","0","67301","0","0","0","N","0","0","0","2","68K01","0","","1","01","1554","N","N","N","0","","0","0","0","0","0","N","1530","0","2","0","0","0","0","0","2","0","2","03","03","N","","","","","","","","","","",""
